"OBJECTID,N,9,0","Region,C,254","Division,C,254","ID,N,19,11","School,C,254","Municipali,C,254","Legislativ,C,254","Total_Enro,N,19,11","Total_Inst,N,19,11","Color_Code,C,254","Barangay,C,254","Province,C,254","District,C,254","Type_of_Sc,C,254","GPS_Source,C,50"
2877,Region V,Masbate,113393.00000000000,Amoroy ES,AROROY,2nd,136.00000000000,4.00000000000,Blue,AMOROY,MASBATE,Aroroy West,School with no Annexes,SEDIP
2878,Region V,Masbate,113414.00000000000,San Isidro ES,AROROY,2nd,194.00000000000,7.00000000000,Blue,SAN ISIDRO,MASBATE,Aroroy West,School with no Annexes,SEDIP
2879,Region V,Masbate,113416.00000000000,Talib ES,AROROY,2nd,337.00000000000,7.00000000000,Yellow,TALIB,MASBATE,Aroroy West,School with no Annexes,SEDIP
2880,Region V,Masbate,113418.00000000000,Tinigban ES,AROROY,2nd,692.00000000000,11.00000000000,Red,TINIGBAN,MASBATE,Aroroy West,School with no Annexes,SEDIP
2881,Region V,Masbate,113396.00000000000,Bancil ES,AROROY,2nd,111.00000000000,2.00000000000,Gold,CABAS-AN,MASBATE,Aroroy West,School with no Annexes,SEDIP
2882,Region V,Masbate,113398.00000000000,Bonacan PS,AROROY,2nd,205.00000000000,3.00000000000,Red,SAN AGUSTIN,MASBATE,Aroroy West,School with no Annexes,SEDIP
2883,Region V,Masbate,113399.00000000000,Bugui PS,AROROY,2nd,89.00000000000,2.00000000000,Blue,GUMAHANG,MASBATE,Aroroy West,School with no Annexes,SEDIP
2884,Region V,Masbate,113400.00000000000,Cabas-an ES,AROROY,2nd,315.00000000000,6.00000000000,Gold,CABAS-AN,MASBATE,Aroroy West,School with no Annexes,SEDIP
2885,Region V,Masbate,113401.00000000000,Calanay ES,AROROY,2nd,418.00000000000,7.00000000000,Red,CALANAY,MASBATE,Aroroy West,School with no Annexes,SEDIP
2886,Region V,Masbate,113405.00000000000,Ladiawan PS,AROROY,2nd,34.00000000000,1.00000000000,Blue,SAWANG,MASBATE,Aroroy West,School with no Annexes,SEDIP
2887,Region V,Masbate,113539.00000000000,Gilotongan ES,CAWAYAN,3rd,755.00000000000,12.00000000000,Red,GILOTONGAN,MASBATE,Cawayan West,School with no Annexes,SEDIP
2888,Region V,Masbate,113693.00000000000,Amado Beluso ES,MILAGROS,2nd,208.00000000000,6.00000000000,Blue,GUINLUTHANGAN,MASBATE,Milagros East,School with no Annexes,SEDIP
2889,Region V,Masbate,113429.00000000000,Docol ES,BALENO,2nd,131.00000000000,4.00000000000,Blue,DOCOL,MASBATE,Baleno,School with no Annexes,SEDIP
2890,Region V,Masbate,113434.00000000000,Lahong Int. ES,BALENO,2nd,148.00000000000,4.00000000000,Blue,LAHONG INTERIOR,MASBATE,Baleno,School with no Annexes,SEDIP
2891,Region V,Masbate,113433.00000000000,Lahong ES,BALENO,2nd,259.00000000000,6.00000000000,Blue,LAHONG,MASBATE,Baleno,School with no Annexes,SEDIP
2892,Region V,Masbate,113374.00000000000,Aroroy East CS,AROROY,2nd,1456.00000000000,28.00000000000,Gold,AMBOLONG,MASBATE,Aroroy East,School with no Annexes,SEDIP
2893,Region V,Masbate,113390.00000000000,Pinanaan Elem. School,AROROY,2nd,241.00000000000,6.00000000000,Blue,PINANAAN,MASBATE,Aroroy East,School with no Annexes,SEDIP
2894,Region V,Masbate,113391.00000000000,Syndicate Elem. School,AROROY,2nd,293.00000000000,4.00000000000,Red,SYNDICATE,MASBATE,Aroroy East,School with no Annexes,SEDIP
2895,Region V,Masbate,113392.00000000000,Tinago Elem. School,AROROY,2nd,302.00000000000,7.00000000000,Blue,TINAGO,MASBATE,Aroroy East,School with no Annexes,SEDIP
2896,Region V,Masbate,113377.00000000000,Bangon PS,AROROY,2nd,218.00000000000,6.00000000000,Blue,BANGON,MASBATE,Aroroy East,School with no Annexes,SEDIP
2897,Region V,Masbate,113380.00000000000,Capsay ES,AROROY,2nd,501.00000000000,6.00000000000,Red,CAPSAY,MASBATE,Aroroy East,School with no Annexes,SEDIP
2898,Region V,Masbate,113382.00000000000,Jaboyoan PS,AROROY,2nd,273.00000000000,5.00000000000,Gold,JABOYOAN,MASBATE,Aroroy East,School with no Annexes,SEDIP
2899,Region V,Masbate,113430.00000000000,Eastern Capsay ES,BALENO,2nd,183.00000000000,3.00000000000,Red,EASTERN CAPSAY,MASBATE,Baleno,School with no Annexes,SEDIP
2900,Region V,Masbate,113438.00000000000,Manoboc PS,BALENO,2nd,161.00000000000,5.00000000000,Blue,MANOBOC,MASBATE,Baleno,School with no Annexes,SEDIP
2901,Region V,Masbate,113442.00000000000,Tinapian ES,BALENO,2nd,282.00000000000,8.00000000000,Blue,TINAPIAN,MASBATE,Baleno,School with no Annexes,SEDIP
2902,Region V,Masbate,113421.00000000000,Banase PS,BALENO,2nd,48.00000000000,1.00000000000,Yellow,BANASE,MASBATE,Baleno,School with no Annexes,SEDIP
2903,Region V,Masbate,113424.00000000000,Cagpandan ES,BALENO,2nd,189.00000000000,6.00000000000,Blue,CAGPANDAN,MASBATE,Baleno,School with no Annexes,SEDIP
2904,Region V,Masbate,113395.00000000000,Aroroy West ES,AROROY,2nd,502.00000000000,15.00000000000,Blue,POBLACION,MASBATE,Aroroy West,School with no Annexes,SEDIP
2905,Region V,Masbate,113419.00000000000,Baao ES,BALENO,2nd,113.00000000000,6.00000000000,Blue,BAAO,MASBATE,Baleno,School with no Annexes,SEDIP
2906,Region V,Masbate,113412.00000000000,Rufo C.Pajes Sr. CS,AROROY,2nd,1377.00000000000,33.00000000000,Blue,PURO,MASBATE,Aroroy West,School with no Annexes,SEDIP
2907,Region V,Masbate,113473.00000000000,Victory PS,BALUD,2nd,58.00000000000,1.00000000000,Red,VICTORY,MASBATE,Balud North,School with no Annexes,SEDIP
2908,Region V,Masbate,113445.00000000000,Balud CS,BALUD,2nd,695.00000000000,19.00000000000,Blue,POBLACION,MASBATE,Balud North,School with no Annexes,SEDIP
2909,Region V,Masbate,113455.00000000000,Jangan ES,BALUD,2nd,199.00000000000,6.00000000000,Blue,JANGAN,MASBATE,Balud North,School with no Annexes,SEDIP
2910,Region V,Masbate,113456.00000000000,Lomocab ES,BALUD,2nd,168.00000000000,5.00000000000,Blue,BAYBAY,MASBATE,Balud South,School with no Annexes,SEDIP
2911,Region V,Masbate,113457.00000000000,Mapili PS,BALUD,2nd,39.00000000000,2.00000000000,Blue,MAPILI,MASBATE,Balud North,School with no Annexes,SEDIP
2912,Region V,Masbate,113458.00000000000,Mapitogo PS,BALUD,2nd,25.00000000000,1.00000000000,Blue,MAPITOGO,MASBATE,Balud North,School with no Annexes,SEDIP
2913,Region V,Masbate,113459.00000000000,Nicasio Descalzo MES,BALUD,2nd,335.00000000000,8.00000000000,Blue,DAO,MASBATE,Balud North,School with no Annexes,SEDIP
2914,Region V,Masbate,113460.00000000000,Pajo ES,BALUD,2nd,435.00000000000,13.00000000000,Blue,PAJO,MASBATE,Balud North,School with no Annexes,SEDIP
2915,Region V,Masbate,113461.00000000000,Palani PS,BALUD,2nd,33.00000000000,1.00000000000,Blue,PALANI,MASBATE,Balud North,School with no Annexes,SEDIP
2916,Region V,Masbate,113462.00000000000,Panguiranan ES,BALUD,2nd,665.00000000000,14.00000000000,Yellow,PANGUIRANAN,MASBATE,Balud North,School with no Annexes,SEDIP
2917,Region V,Masbate,113463.00000000000,Panubigan ES,BALUD,2nd,227.00000000000,4.00000000000,Red,PANUBIGAN,MASBATE,Balud North,School with no Annexes,SEDIP
2918,Region V,Masbate,113464.00000000000,Pulanduta ES,BALUD,2nd,242.00000000000,6.00000000000,Blue,PULANDUTA,MASBATE,Balud South,School with no Annexes,SEDIP
2919,Region V,Masbate,113447.00000000000,Bongcanaway ES,BALUD,2nd,204.00000000000,6.00000000000,Blue,BONGCANAWAY,MASBATE,Balud South,School with no Annexes,SEDIP
2920,Region V,Masbate,113444.00000000000,Antonio Fajardo MS,BALUD,2nd,257.00000000000,6.00000000000,Blue,QUINAYANGAN DIOTAY,MASBATE,Balud South,School with no Annexes,SEDIP
2921,Region V,Masbate,113465.00000000000,Salvacion ES,BALUD,2nd,290.00000000000,6.00000000000,Yellow,SALVACION,MASBATE,Balud North,School with no Annexes,SEDIP
2922,Region V,Masbate,113466.00000000000,Sampad PS,BALUD,2nd,39.00000000000,2.00000000000,Blue,SAMPAD,MASBATE,Balud South,School with no Annexes,SEDIP
2923,Region V,Masbate,113467.00000000000,San Andres PS,BALUD,2nd,33.00000000000,1.00000000000,Blue,SAN ANDRES,MASBATE,Balud South,School with no Annexes,SEDIP
2924,Region V,Masbate,113468.00000000000,San Antonio ES,BALUD,2nd,228.00000000000,6.00000000000,Blue,SAN ANTONIO,MASBATE,Balud South,School with no Annexes,SEDIP
2925,Region V,Masbate,113469.00000000000,Talisay ES,BALUD,2nd,153.00000000000,5.00000000000,Blue,TALISAY,MASBATE,Balud North,School with no Annexes,SEDIP
2926,Region V,Masbate,113470.00000000000,Tambobo PS,BALUD,2nd,33.00000000000,3.00000000000,Blue,SAN ANDRES,MASBATE,Balud South,School with no Annexes,SEDIP
2927,Region V,Masbate,113471.00000000000,Tonga ES,BALUD,2nd,157.00000000000,5.00000000000,Blue,TONGA,MASBATE,Balud North,School with no Annexes,SEDIP
2928,Region V,Masbate,113472.00000000000,Ubo ES,BALUD,2nd,348.00000000000,7.00000000000,Yellow,UBO,MASBATE,Balud South,School with no Annexes,SEDIP
